Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Thumb_tip_x,Thumb_tip_y,Thumb_tip_z,Index_tip_x,Index_tip_y,Index_tip_z,Middle_tip_x,Middle_tip_y,Middle_tip_z,Ring_tip_x,Ring_tip_y,Ring_tip_z,Pinky_tip_x,Pinky_tip_y,Pinky_tip_z,Palm_tip_x,Palm_tip_y,Palm_tip_z
42,153,129,102,36,28,20,24,68.20777130126953,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.582266807556152,5.572847843170166,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.072982788085938,149.51974487304688,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.92501831054688
38,151,121,98,38,29,21,22,68.4145278930664,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.513721466064453,5.787034511566162,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.07158088684082,149.46299743652344,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.912841796875
34,139,112,95,37,28,20,20,68.59449768066406,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.436253547668457,5.9748663902282715,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.066490173339844,149.41281127929688,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.9037322998047
31,121,134,80,41,26,20,19,68.91040802001953,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.270575523376465,6.307682514190674,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.06876564025879,149.31983947753906,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.86419677734375
36,116,110,69,42,27,20,19,69.05519104003906,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.198472023010254,6.461320877075195,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.07144546508789,149.27450561523438,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.84422302246094
37,119,135,77,41,28,19,20,69.18910217285156,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.12717056274414,6.605118751525879,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.078819274902344,149.23101806640625,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.82008361816406
38,112,145,75,43,27,16,18,69.31116485595703,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.053828239440918,6.737650394439697,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.086929321289062,149.19007873535156,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.7967987060547
40,115,145,81,48,28,15,19,69.42790222167969,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.977871894836426,6.864927768707275,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.095460891723633,149.1488800048828,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.7704315185547
44,119,138,80,43,29,16,19,69.54131317138672,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.904156684875488,6.989186763763428,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.1020450592041,149.10714721679688,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.74339294433594
40,115,152,82,45,27,16,19,69.65223693847656,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.833998680114746,7.111311912536621,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.1104736328125,149.06460571289062,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.7141571044922
42,104,133,87,50,29,18,20,69.87763214111328,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.691038131713867,7.360498905181885,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.128297805786133,148.9722137451172,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.65335083007812
43,103,129,94,48,28,20,22,69.99976348876953,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.628230094909668,7.495570182800293,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.13583755493164,148.9187774658203,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.6227264404297
43,107,132,92,46,29,22,22,70.128662109375,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.575190544128418,7.6381354331970215,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.13819694519043,148.86065673828125,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.59768676757812
45,134,132,102,52,29,21,23,70.26509094238281,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.520340919494629,7.788862228393555,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.141361236572266,148.79739379882812,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.57167053222656
44,133,115,98,53,31,21,23,70.40695190429688,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.477873802185059,7.945486068725586,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.141815185546875,148.7303466796875,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.5518341064453
42,135,113,91,48,28,21,22,70.55043029785156,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.438319206237793,8.103846549987793,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.14082908630371,148.66143798828125,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.53372192382812
43,141,106,90,47,26,21,21,70.83757019042969,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.381479263305664,8.420449256896973,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.13451385498047,148.52088928222656,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.50726318359375
44,135,125,87,44,26,19,22,70.9937973022461,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.362625122070312,8.592328071594238,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.129474639892578,148.44314575195312,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.49949645996094
40,109,119,77,37,26,18,22,71.16887664794922,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.348275184631348,8.78433609008789,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.12481689453125,148.35455322265625,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.49462890625
40,101,115,82,35,24,20,21,71.32726287841797,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.338438034057617,8.957351684570312,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.12092399597168,148.27297973632812,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.49234008789062
38,91,117,110,35,25,19,21,71.43330383300781,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.332550048828125,9.072752952575684,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.117502212524414,148.21775817871094,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.4915771484375
37,86,115,106,33,25,18,21,71.49906158447266,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.328956604003906,9.14379596710205,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.11376953125,148.18284606933594,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.49293518066406
34,86,90,106,35,24,19,25,71.56851959228516,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.320242881774902,9.215950012207031,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.054790496826172,148.14389038085938,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.55052185058594
33,83,81,107,36,24,20,24,71.56851959228516,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.320242881774902,9.215950012207031,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,20.054790496826172,148.14389038085938,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.55052185058594
30,88,88,109,37,25,18,25,71.6072998046875,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.296908378601074,9.245660781860352,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.725582122802734,148.1186065673828,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,149.93751525878906
34,107,96,94,37,23,19,24,71.62256622314453,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.322579383850098,9.249889373779297,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.5902099609375,148.10829162597656,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,150.1370849609375
31,104,94,94,39,23,18,24,71.629150390625,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.347007751464844,9.238147735595703,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.47174072265625,148.09999084472656,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,150.299072265625
32,105,101,94,41,27,19,20,71.6213607788086,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.378450393676758,9.204669952392578,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.383283615112305,148.09495544433594,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,150.4249267578125
33,102,101,94,37,26,18,20,71.59254455566406,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.42546558380127,9.142996788024902,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.309749603271484,148.09523010253906,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,150.52297973632812
34,104,97,97,37,24,18,19,71.54074096679688,17.57769775390625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.47127628326416,9.052624702453613,-43.24712371826172,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.247901916503906,148.1026611328125,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,150.6149444580078
31,96,84,80,37,25,19,19,71.3514175415039,17.57770347595215,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.566046714782715,8.774319648742676,-43.24713134765625,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.152524948120117,148.1455535888672,160.6639862060547,152.30538940429688,149.4658966064453,142.39785766601562,150.75509643554688
36,90,96,82,38,28,23,21,71.19551086425781,17.57788848876953,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.607834815979004,8.570521354675293,-43.24751281738281,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.126840591430664,148.187744140625,160.66375732421875,152.30538940429688,149.4658966064453,142.39785766601562,150.79251098632812
35,86,99,89,37,25,21,21,70.98369598388672,17.578413009643555,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.64752197265625,8.311537742614746,-43.24857711791992,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.108280181884766,148.24681091308594,160.66311645507812,152.30538940429688,149.4658966064453,142.39785766601562,150.8195343017578
38,97,105,85,40,26,23,21,70.98369598388672,17.57931137084961,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.674787521362305,8.311537742614746,-43.25040054321289,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.097139358520508,148.24681091308594,160.66200256347656,152.30538940429688,149.4658966064453,142.39785766601562,150.82650756835938
41,98,101,77,42,27,22,20,70.98369598388672,17.580472946166992,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.697883605957031,8.311537742614746,-43.25276184082031,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.089336395263672,148.24681091308594,160.6605682373047,152.30538940429688,149.4658966064453,142.39785766601562,150.82887268066406
42,97,99,79,40,27,21,21,70.97029113769531,17.58328628540039,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.744547843933105,8.297736167907715,-43.25848388671875,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.078189849853516,148.25033569335938,160.65701293945312,152.30538940429688,149.4658966064453,142.39785766601562,150.82846069335938
40,108,100,83,41,25,17,19,70.6389389038086,17.584857940673828,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.763598442077637,7.967361927032471,-43.26167678833008,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.076112747192383,148.33612060546875,160.65501403808594,152.30538940429688,149.4658966064453,142.39785766601562,150.8250732421875
42,123,100,77,42,28,20,18,69.7983169555664,17.58646011352539,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.783828735351562,7.155322074890137,-43.26494216918945,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.07506561279297,148.53875732421875,160.65296936035156,152.30538940429688,149.4658966064453,142.39785766601562,150.8206787109375
38,119,95,88,43,29,19,18,68.31367492675781,17.588077545166016,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.806175231933594,5.76411771774292,-43.26823806762695,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.073816299438477,148.8636016845703,160.65089416503906,152.30538940429688,149.4658966064453,142.39785766601562,150.81396484375
38,121,97,93,40,29,20,18,66.68341827392578,17.589723587036133,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.830254554748535,4.283138751983643,-43.271610260009766,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.071857452392578,149.18475341796875,160.64877319335938,152.30538940429688,149.4658966064453,142.39785766601562,150.80555725097656
37,117,98,96,43,28,20,17,64.95295715332031,17.59139633178711,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.857168197631836,2.7637135982513428,-43.27503967285156,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.070383071899414,149.50906372070312,160.64659118652344,152.30538940429688,149.4658966064453,142.39785766601562,150.79612731933594
35,110,95,92,40,29,20,17,61.15973663330078,17.594911575317383,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.909880638122559,-0.37233465909957886,-43.28227615356445,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.068710327148438,150.1334991455078,160.64199829101562,152.30538940429688,149.4658966064453,142.39785766601562,150.77603149414062
33,95,104,116,37,29,19,18,61.15973663330078,17.594911575317383,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.909880638122559,-0.37233465909957886,-43.28227615356445,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.068710327148438,150.1334991455078,160.64199829101562,152.30538940429688,149.4658966064453,142.39785766601562,150.77603149414062
37,118,106,110,37,27,19,19,56.97586441040039,17.59869384765625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.963000297546387,-3.4993765354156494,-43.29010772705078,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.06850814819336,150.66055297851562,160.636962890625,152.30538940429688,149.4658966064453,142.39785766601562,150.7556915283203
36,124,110,104,45,30,18,18,54.81071090698242,17.600709915161133,-7.867676258087158,-34.85755920410156,-53.15094757080078,-11.998739242553711,-4.980366230010986,-43.2943115234375,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.067901611328125,150.86521911621094,160.63426208496094,152.30538940429688,149.4658966064453,142.39785766601562,150.73936462402344
38,130,121,110,46,32,19,18,52.75175476074219,17.602802276611328,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.041879653930664,-6.309329032897949,-43.2987060546875,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.065879821777344,151.03627014160156,160.6314239501953,152.30538940429688,149.4658966064453,142.39785766601562,150.71929931640625
44,131,116,109,47,32,19,18,50.82792663574219,17.604951858520508,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.081143379211426,-7.480179786682129,-43.30324172973633,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.066272735595703,151.15745544433594,160.6284942626953,152.30538940429688,149.4658966064453,142.39785766601562,150.69851684570312
46,134,102,92,47,30,20,18,47.58000183105469,17.60943031311035,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.175468444824219,-9.276115417480469,-43.312782287597656,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.071704864501953,151.28416442871094,160.62234497070312,152.30538940429688,149.4658966064453,142.39785766601562,150.65219116210938
43,111,105,87,47,31,20,18,47.58000183105469,17.60943031311035,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.175468444824219,-9.276115417480469,-43.312782287597656,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.071704864501953,151.28416442871094,160.62234497070312,152.30538940429688,149.4658966064453,142.39785766601562,150.65219116210938
42,110,121,96,42,30,20,18,45.086570739746094,17.614133834838867,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.269573211669922,-10.473660469055176,-43.32293701171875,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.071788787841797,151.25843811035156,160.6157989501953,152.30538940429688,149.4658966064453,142.39785766601562,150.610595703125
40,114,109,103,47,30,20,18,44.124210357666016,17.616527557373047,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.311375617980957,-10.89133358001709,-43.32815170288086,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.070661544799805,151.22470092773438,160.61244201660156,152.30538940429688,149.4658966064453,142.39785766601562,150.59066772460938
35,116,113,108,46,29,21,19,43.25698471069336,17.618919372558594,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.348182678222656,-11.242352485656738,-43.33338928222656,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.06966781616211,151.16343688964844,160.6090850830078,152.30538940429688,149.4658966064453,142.39785766601562,150.57313537597656
33,109,118,96,49,30,21,18,42.463462829589844,17.62127113342285,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.380546569824219,-11.536652565002441,-43.33856201171875,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.066570281982422,151.10235595703125,160.6057586669922,152.30538940429688,149.4658966064453,142.39785766601562,150.5608367919922
34,116,114,96,50,28,21,19,41.73871994018555,17.62358856201172,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.403706550598145,-11.789411544799805,-43.343658447265625,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.062740325927734,151.0321502685547,160.60247802734375,152.30538940429688,149.4658966064453,142.39785766601562,150.5477752685547
34,115,99,84,50,28,23,18,41.072505950927734,17.625917434692383,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.41957950592041,-12.006576538085938,-43.348777770996094,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.06029510498047,150.96397399902344,160.5991668701172,152.30538940429688,149.4658966064453,142.39785766601562,150.53421020507812
37,114,107,76,45,28,23,18,39.89680480957031,17.630537033081055,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.449813842773438,-12.3505220413208,-43.35893249511719,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.056089401245117,150.8657684326172,160.5926055908203,152.30538940429688,149.4658966064453,142.39785766601562,150.5036163330078
36,112,114,77,44,27,22,19,39.34366226196289,17.632829666137695,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.462593078613281,-12.493240356445312,-43.36396408081055,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.056821823120117,150.83743286132812,160.58935546875,152.30538940429688,149.4658966064453,142.39785766601562,150.4879913330078
39,120,132,98,42,27,21,20,38.79497528076172,17.635021209716797,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.473217964172363,-12.629069328308105,-43.368770599365234,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.05811882019043,150.81028747558594,160.58624267578125,152.30538940429688,149.4658966064453,142.39785766601562,150.47467041015625
39,134,132,101,39,26,20,19,38.25868606567383,17.637149810791016,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.4852876663208,-12.757189750671387,-43.373435974121094,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.05746078491211,150.78750610351562,160.58322143554688,152.30538940429688,149.4658966064453,142.39785766601562,150.46417236328125
43,141,140,110,41,24,19,20,37.75432586669922,17.639284133911133,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.497967720031738,-12.873006820678711,-43.37809753417969,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.055217742919922,150.7791290283203,160.58021545410156,152.30538940429688,149.4658966064453,142.39785766601562,150.45626831054688
44,141,141,105,41,22,20,21,37.28165054321289,17.641447067260742,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.50620174407959,-12.978248596191406,-43.382808685302734,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.053701400756836,150.78582763671875,160.57716369628906,152.30538940429688,149.4658966064453,142.39785766601562,150.4505615234375
43,149,131,101,43,23,21,20,36.30601119995117,17.64588737487793,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.518373489379883,-13.206871032714844,-43.392452239990234,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.05068016052246,150.73483276367188,160.57095336914062,152.30538940429688,149.4658966064453,142.39785766601562,150.44403076171875
46,152,113,89,41,23,20,20,35.897300720214844,17.648155212402344,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.522065162658691,-13.303424835205078,-43.39735412597656,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.048986434936523,150.73660278320312,160.56781005859375,152.30538940429688,149.4658966064453,142.39785766601562,150.4414825439453
46,141,110,90,43,24,20,19,35.54317855834961,17.65045166015625,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.526538848876953,-13.3917236328125,-43.40230941772461,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.046531677246094,150.7328338623047,160.5646209716797,152.30538940429688,149.4658966064453,142.39785766601562,150.43893432617188
41,139,98,94,40,24,19,20,35.229984283447266,17.65276336669922,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.531892776489258,-13.473665237426758,-43.40728759765625,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.0436954498291,150.7196044921875,160.56143188476562,152.30538940429688,149.4658966064453,142.39785766601562,150.4363555908203
39,141,112,93,36,26,18,23,34.965980529785156,17.655071258544922,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.540807723999023,-13.543209075927734,-43.41225051879883,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.039236068725586,150.71730041503906,160.5582733154297,152.30538940429688,149.4658966064453,142.39785766601562,150.43588256835938
39,139,116,105,36,25,18,22,34.723941802978516,17.65738868713379,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.548175811767578,-13.610507011413574,-43.41722869873047,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.03548812866211,150.7039031982422,160.55511474609375,152.30538940429688,149.4658966064453,142.39785766601562,150.4347381591797
34,131,116,99,37,26,19,21,34.49517059326172,17.659706115722656,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.555461883544922,-13.676115036010742,-43.422203063964844,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.032634735107422,150.6800079345703,160.55197143554688,152.30538940429688,149.4658966064453,142.39785766601562,150.4346160888672
36,138,123,96,37,27,18,21,34.10462951660156,17.6643123626709,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.576135635375977,-13.789047241210938,-43.43207550048828,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.029848098754883,150.6343994140625,160.54576110839844,152.30538940429688,149.4658966064453,142.39785766601562,150.43408203125
35,134,130,105,41,29,21,21,33.943397521972656,17.6666316986084,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.587750434875488,-13.835083961486816,-43.437042236328125,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.0305233001709,150.62130737304688,160.5426483154297,152.30538940429688,149.4658966064453,142.39785766601562,150.4337921142578
39,138,133,106,49,30,21,18,33.802310943603516,17.668968200683594,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.601913452148438,-13.875897407531738,-43.44204330444336,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.033594131469727,150.60940551757812,160.53953552246094,152.30538940429688,149.4658966064453,142.39785766601562,150.42953491210938
38,134,136,99,50,32,22,18,33.678245544433594,17.6712646484375,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.615432739257812,-13.911718368530273,-43.44697189331055,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.035484313964844,150.60227966308594,160.53648376464844,152.30538940429688,149.4658966064453,142.39785766601562,150.4232177734375
37,128,139,103,53,31,21,21,33.56839370727539,17.673479080200195,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.628771781921387,-13.944332122802734,-43.45172119140625,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.03667640686035,150.59420776367188,160.53353881835938,152.30538940429688,149.4658966064453,142.39785766601562,150.41586303710938
39,123,138,109,52,31,22,21,33.467864990234375,17.675548553466797,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.642633438110352,-13.974898338317871,-43.456172943115234,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.038837432861328,150.5838623046875,160.53079223632812,152.30538940429688,149.4658966064453,142.39785766601562,150.4070281982422
39,119,133,99,48,30,20,19,33.29453659057617,17.67928123474121,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.671768188476562,-14.028144836425781,-43.46421813964844,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.04360580444336,150.56268310546875,160.52581787109375,152.30538940429688,149.4658966064453,142.39785766601562,150.3825225830078
36,106,114,114,43,27,20,21,33.2232780456543,17.680992126464844,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.685382843017578,-14.050496101379395,-43.467926025390625,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.04685401916504,150.55245971679688,160.52354431152344,152.30538940429688,149.4658966064453,142.39785766601562,150.36517333984375
39,97,115,121,42,28,20,21,33.16408157348633,17.682720184326172,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.698884010314941,-14.06956672668457,-43.471683502197266,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.05057716369629,150.5434112548828,160.52122497558594,152.30538940429688,149.4658966064453,142.39785766601562,150.34152221679688
38,97,103,117,39,28,20,20,33.11440658569336,17.684537887573242,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.704011917114258,-14.087307929992676,-43.47565841674805,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.058080673217773,150.5380401611328,160.51876831054688,152.30538940429688,149.4658966064453,142.39785766601562,150.30361938476562
34,103,107,123,38,26,22,20,33.07588577270508,17.686471939086914,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.70947265625,-14.104402542114258,-43.479915618896484,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.064424514770508,150.53564453125,160.51612854003906,152.30538940429688,149.4658966064453,142.39785766601562,150.26104736328125
33,95,106,116,38,25,23,22,33.062644958496094,17.688491821289062,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.710836410522461,-14.121350288391113,-43.48439407348633,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.05933380126953,150.54315185546875,160.5133514404297,152.30538940429688,149.4658966064453,142.39785766601562,150.22288513183594
37,100,108,96,40,25,21,21,33.360687255859375,17.6928653717041,-7.867676258087158,-34.85755920410156,-53.15094757080078,-12.686781883239746,-14.13603401184082,-43.49422073364258,-57.07307434082031,-52.55162811279297,-34.01068115234375,19.05714225769043,150.64047241210938,160.50721740722656,152.30538940429688,149.4658966064453,142.39785766601562,150.12232971191406
