Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Palm_tip_x,Thumb_tip_x,Index_tip_x,Middle_tip_x,Ring_tip_x,Pinky_tip_x,Palm_tip_y,Thumb_tip_y,Index_tip_y,Middle_tip_y,Ring_tip_y,Pinky_tip_y,Palm_tip_z,Thumb_tip_z,Index_tip_z,Middle_tip_z,Ring_tip_z,Pinky_tip_z
53,256,185,157,40,29,20,24,-11.191071510314941,66.52943420410156,24.524490356445312,-2.1484158039093018,-24.60587501525879,-43.26634216308594,20.601516723632812,2.5829451084136963,-61.35497283935547,-74.51519775390625,-67.846435546875,-52.00590133666992,143.8085174560547,135.41229248046875,134.1773223876953,125.43650817871094,119.47115325927734,113.1535415649414
51,244,156,155,44,29,20,23,-11.208556175231934,66.54692077636719,24.550439834594727,-2.1342976093292236,-24.592493057250977,-43.25016403198242,20.588777542114258,2.591865301132202,-61.344154357910156,-74.50687408447266,-67.83956146240234,-51.98485565185547,143.80471801757812,135.40701293945312,134.17343139648438,125.43882751464844,119.4756088256836,113.16409301757812
48,222,149,135,48,32,23,24,-11.276638984680176,66.58332824707031,24.604969024658203,-2.1018669605255127,-24.5638427734375,-43.21964645385742,20.545299530029297,2.6031084060668945,-61.321224212646484,-74.48771667480469,-67.82471466064453,-51.945411682128906,143.8053436279297,135.38755798339844,134.16445922851562,125.44389343261719,119.48515319824219,113.18363189697266
52,237,162,136,58,32,23,20,-11.276638984680176,66.58332824707031,24.604969024658203,-2.1018669605255127,-24.5638427734375,-43.21964645385742,20.545299530029297,2.6031084060668945,-61.321224212646484,-74.48771667480469,-67.82471466064453,-51.945411682128906,143.8053436279297,135.38755798339844,134.16445922851562,125.44389343261719,119.48515319824219,113.18363189697266
51,214,163,124,61,31,24,20,-11.336628913879395,66.61267852783203,24.663049697875977,-2.0623831748962402,-24.534427642822266,-43.188255310058594,20.475814819335938,2.5854923725128174,-61.29646301269531,-74.46439361572266,-67.80936431884766,-51.90532684326172,143.80540466308594,135.33905029296875,134.15306091308594,125.44886779785156,119.4939956665039,113.20297241210938
44,163,138,122,63,30,23,20,-11.391438484191895,66.61446380615234,24.693099975585938,-2.0442919731140137,-24.519563674926758,-43.174312591552734,20.428926467895508,2.551579713821411,-61.28346633911133,-74.45375061035156,-67.801513671875,-51.887516021728516,143.81121826171875,135.29364013671875,134.14634704589844,125.45120239257812,119.49821472167969,113.21147918701172
47,171,148,109,66,31,26,22,-11.473153114318848,66.5938491821289,24.723142623901367,-2.0276412963867188,-24.50510025024414,-43.163658142089844,20.36722755432129,2.4843106269836426,-61.27036666870117,-74.44393920898438,-67.79369354248047,-51.87386703491211,143.82298278808594,135.2220458984375,134.13914489746094,125.45345306396484,119.50226593017578,113.21795654296875
51,163,145,108,59,26,23,21,-11.576632499694824,66.52992248535156,24.751794815063477,-2.011291265487671,-24.488933563232422,-43.15599822998047,20.29819679260254,2.3610236644744873,-61.257808685302734,-74.43425750732422,-67.78475952148438,-51.863929748535156,143.85174560546875,135.1099853515625,134.1319122314453,125.45579528808594,119.50708770751953,113.22265625
47,152,153,130,52,25,22,22,-11.683833122253418,66.38552856445312,24.779993057250977,-1.994075894355774,-24.471593856811523,-43.14834976196289,20.240314483642578,2.1452012062072754,-61.24513244628906,-74.42390441894531,-67.77488708496094,-51.853824615478516,143.8839569091797,134.93130493164062,134.1241455078125,125.45840454101562,119.51226043701172,113.22740936279297
46,161,169,116,49,24,21,21,-11.802978515625,66.12822723388672,24.80708885192871,-1.9758447408676147,-24.453580856323242,-43.139801025390625,20.192136764526367,1.8114278316497803,-61.23268127441406,-74.41265106201172,-67.76419830322266,-51.84225845336914,143.9171905517578,134.6693878173828,134.11631774902344,125.46143341064453,119.51780700683594,113.2328109741211
45,172,172,114,46,26,22,21,-11.949332237243652,66.12822723388672,24.833253860473633,-1.956727147102356,-24.434993743896484,-43.1295280456543,20.138580322265625,1.8114278316497803,-61.220272064208984,-74.40049743652344,-67.75259399414062,-51.827884674072266,143.95050048828125,134.6693878173828,134.10830688476562,125.46495056152344,119.52372741699219,113.23945617675781
48,189,187,115,41,27,22,21,-12.219412803649902,64.79073333740234,24.883237838745117,-1.9151724576950073,-24.397907257080078,-43.104248046875,20.076568603515625,0.44040989875793457,-61.19512176513672,-74.3723373413086,-67.72725677490234,-51.7904052734375,144.013671875,133.7550506591797,134.0920867919922,125.47294616699219,119.53588104248047,113.2567367553711
45,212,176,152,51,31,23,21,-12.330349922180176,62.860931396484375,24.907325744628906,-1.8935160636901855,-24.380144119262695,-43.090545654296875,20.073482513427734,-1.4271599054336548,-61.18211364746094,-74.35660552978516,-67.71382904052734,-51.76887512207031,144.0311737060547,132.5493927001953,134.0838165283203,125.47779846191406,119.54210662841797,113.26651000976562
42,209,156,160,53,30,22,21,-12.440797805786133,60.493160247802734,24.93057632446289,-1.8717809915542603,-24.36309814453125,-43.076904296875,20.080585479736328,-3.5850777626037598,-61.1688346862793,-74.33990478515625,-67.69992065429688,-51.74648666381836,144.04930114746094,131.17835998535156,134.0755615234375,125.48320007324219,119.5486068725586,113.27664947509766
44,223,133,157,58,29,21,20,-12.54004955291748,57.910682678222656,24.952905654907227,-1.8501825332641602,-24.346773147583008,-43.06317138671875,20.091764450073242,-5.815224647521973,-61.155364990234375,-74.32232666015625,-67.68560028076172,-51.72283172607422,144.06422424316406,129.7892608642578,134.0673828125,125.48924255371094,119.55536651611328,113.28736877441406
43,210,131,164,56,28,22,22,-12.633621215820312,55.274932861328125,24.97422218322754,-1.8290281295776367,-24.331026077270508,-43.04917526245117,20.105817794799805,-7.95943021774292,-61.141693115234375,-74.3040542602539,-67.6705322265625,-51.69739532470703,144.07559204101562,128.458984375,134.0592041015625,125.49568939208984,119.56285858154297,113.29894256591797
36,185,96,177,58,29,20,21,-12.717751502990723,52.824676513671875,24.994422912597656,-1.8089553117752075,-24.315942764282227,-43.034912109375,20.123579025268555,-9.844796180725098,-61.127952575683594,-74.28560638427734,-67.65483856201172,-51.670047760009766,144.0848388671875,127.3099136352539,134.05108642578125,125.50184631347656,119.57083129882812,113.31146240234375
33,196,109,154,54,26,19,21,-12.859930992126465,48.8557014465332,25.031389236450195,-1.7730796337127686,-24.288612365722656,-43.00669479370117,20.17085075378418,-12.654322624206543,-61.1004524230957,-74.24954223632812,-67.62277221679688,-51.61164855957031,144.08413696289062,125.6343002319336,134.03514099121094,125.51333618164062,119.58709716796875,113.33815002441406
35,195,113,127,51,25,19,23,-12.859930992126465,48.8557014465332,25.031389236450195,-1.7730796337127686,-24.288612365722656,-43.00669479370117,20.17085075378418,-12.654322624206543,-61.1004524230957,-74.24954223632812,-67.62277221679688,-51.61164855957031,144.08413696289062,125.6343002319336,134.03514099121094,125.51333618164062,119.58709716796875,113.33815002441406
32,180,148,166,56,25,21,23,-12.987555503845215,46.24473571777344,25.063365936279297,-1.7421901226043701,-24.267047882080078,-42.980709075927734,20.232595443725586,-14.303924560546875,-61.07307434082031,-74.21380615234375,-67.59317016601562,-51.551944732666016,144.05929565429688,124.67831420898438,134.0194091796875,125.5245361328125,119.60079956054688,113.36516571044922
33,181,189,158,58,27,20,23,-13.049893379211426,45.2587776184082,25.077409744262695,-1.728304386138916,-24.258325576782227,-42.96886444091797,20.26841163635254,-14.853340148925781,-61.05948257446289,-74.19587707519531,-67.57943725585938,-51.52231216430664,144.03668212890625,124.34034729003906,134.01170349121094,125.53004455566406,119.60673522949219,113.37841033935547
31,199,201,150,56,26,19,22,-13.122007369995117,44.3544807434082,25.090147018432617,-1.7155656814575195,-24.250757217407227,-42.957767486572266,20.30515480041504,-15.299126625061035,-61.0458984375,-74.17800903320312,-67.56625366210938,-51.49271011352539,144.01048278808594,124.02568817138672,134.00404357910156,125.5353012084961,119.61209106445312,113.39146423339844
34,169,215,144,53,29,19,21,-13.217316627502441,43.498207092285156,25.101423263549805,-1.703956961631775,-24.24405860900879,-42.947509765625,20.34218406677246,-15.66829776763916,-61.03225326538086,-74.15992736816406,-67.55290222167969,-51.46338653564453,143.98191833496094,123.73778533935547,133.99636840820312,125.54049682617188,119.6174087524414,113.40409088134766
36,174,240,157,55,29,20,19,-13.427536010742188,41.81562423706055,25.1195068359375,-1.68430757522583,-24.232860565185547,-42.92945098876953,20.4177303314209,-16.2480411529541,-61.004695892333984,-74.12403106689453,-67.52444458007812,-51.40580368041992,143.92234802246094,123.24667358398438,133.9800567626953,125.54963684082031,119.62808227539062,113.42790222167969
36,166,231,119,47,31,20,18,-13.427536010742188,41.81562423706055,25.1195068359375,-1.68430757522583,-24.232860565185547,-42.92945098876953,20.4177303314209,-16.2480411529541,-61.004695892333984,-74.12403106689453,-67.52444458007812,-51.40580368041992,143.92234802246094,123.24667358398438,133.9800567626953,125.54963684082031,119.62808227539062,113.42790222167969
42,183,205,133,43,29,20,22,-13.64566421508789,40.152137756347656,25.131675720214844,-1.6690469980239868,-24.224933624267578,-42.91417694091797,20.504596710205078,-16.67666244506836,-60.97684860229492,-74.08671569824219,-67.49552917480469,-51.347652435302734,143.84378051757812,122.85739135742188,133.9626922607422,125.55810546875,119.63693237304688,113.45062255859375
42,175,195,139,44,27,20,22,-13.753739356994629,39.400577545166016,25.13567352294922,-1.6631063222885132,-24.222246170043945,-42.90753936767578,20.546112060546875,-16.83626937866211,-60.96277618408203,-74.06745910644531,-67.48077392578125,-51.31840515136719,143.8006591796875,122.7132339477539,133.95352172851562,125.56193542480469,119.64091491699219,113.46150207519531
40,174,210,143,48,24,19,22,-13.856346130371094,38.72553253173828,25.138460159301758,-1.6582272052764893,-24.220312118530273,-42.90147018432617,20.585695266723633,-16.964191436767578,-60.948551177978516,-74.04776763916016,-67.46533966064453,-51.28904724121094,143.755859375,122.6008529663086,133.9439697265625,125.56536865234375,119.64483642578125,113.47191619873047
39,176,190,132,46,23,19,22,-13.946728706359863,38.14228057861328,25.140159606933594,-1.654374122619629,-24.219146728515625,-42.89594650268555,20.618663787841797,-17.064308166503906,-60.93434524536133,-74.0279312133789,-67.44911193847656,-51.25958251953125,143.71768188476562,122.5198974609375,133.9341583251953,125.5683364868164,119.64884185791016,113.48196411132812
40,201,181,123,41,24,18,23,-14.086625099182129,37.18665313720703,25.140817642211914,-1.649281620979309,-24.218753814697266,-42.88615036010742,20.680147171020508,-17.211257934570312,-60.905906677246094,-73.98809051513672,-67.41465759277344,-51.19866180419922,143.6441650390625,122.42164611816406,133.91355895996094,125.57280731201172,119.65657806396484,113.50181579589844
38,201,176,112,44,24,20,18,-14.15376091003418,36.8236198425293,25.13983726501465,-1.647904396057129,-24.219560623168945,-42.881839752197266,20.70816993713379,-17.258575439453125,-60.89176559448242,-73.96810150146484,-67.39671325683594,-51.16743087768555,143.60910034179688,122.40060424804688,133.90286254882812,125.57440948486328,119.6603012084961,113.51148223876953
39,192,176,94,43,25,21,18,-14.221343994140625,36.513580322265625,25.13796615600586,-1.6473511457443237,-24.220922470092773,-42.87788391113281,20.732521057128906,-17.29633140563965,-60.87759780883789,-73.94784545898438,-67.37857055664062,-51.135589599609375,143.57594299316406,122.38773345947266,133.89183044433594,125.57581329345703,119.66357421875,113.52101135253906
41,184,166,95,39,25,22,18,-14.277400016784668,36.25384521484375,25.135345458984375,-1.6475318670272827,-24.222814559936523,-42.87421798706055,20.754497528076172,-17.32637596130371,-60.86341094970703,-73.92724609375,-67.36026763916016,-51.10348892211914,143.54550170898438,122.38166809082031,133.8804168701172,125.57711029052734,119.6666030883789,113.53024291992188
41,234,157,104,40,25,24,19,-14.330687522888184,36.03331756591797,25.132080078125,-1.6483415365219116,-24.225183486938477,-42.870853424072266,20.775531768798828,-17.349384307861328,-60.84930419921875,-73.90654754638672,-67.34194946289062,-51.07136154174805,143.51487731933594,122.37940216064453,133.8687744140625,125.57823181152344,119.66927337646484,113.53910827636719
44,257,166,112,41,22,23,20,-14.37281608581543,35.845035552978516,25.12826919555664,-1.6497182846069336,-24.22801399230957,-42.867767333984375,20.797266006469727,-17.366607666015625,-60.835289001464844,-73.8857421875,-67.32342529296875,-51.03929901123047,143.48236083984375,122.37698364257812,133.8569793701172,125.57926940917969,119.671630859375,113.54763793945312
44,250,162,117,37,23,36,20,-14.412581443786621,35.68874740600586,25.123994827270508,-1.651586890220642,-24.231351852416992,-42.86494064331055,20.81822967529297,-17.379072189331055,-60.821407318115234,-73.864990234375,-67.30462646484375,-51.00700378417969,143.45016479492188,122.37630462646484,133.8451385498047,125.58010864257812,119.67383575439453,113.55599212646484
46,249,166,114,41,23,52,20,-14.451801300048828,35.55751419067383,25.1192684173584,-1.6539342403411865,-24.235042572021484,-42.86235427856445,20.838579177856445,-17.388153076171875,-60.80766677856445,-73.84431457519531,-67.28578186035156,-50.974273681640625,143.4175567626953,122.37660217285156,133.83323669433594,125.58084869384766,119.67576599121094,113.56427001953125
45,248,141,109,44,25,54,20,-14.519096374511719,35.35344696044922,25.108802795410156,-1.6600005626678467,-24.243654251098633,-42.857784271240234,20.874313354492188,-17.39826202392578,-60.78075408935547,-73.80313110351562,-67.24772644042969,-50.90843963623047,143.3588104248047,122.37759399414062,133.80950927734375,125.58211517333984,119.67930603027344,113.58036041259766
46,202,146,109,43,27,54,18,-14.549090385437012,35.27446746826172,25.10323715209961,-1.663561224937439,-24.248315811157227,-42.855712890625,20.889244079589844,-17.400062561035156,-60.767616271972656,-73.7826919555664,-67.22869873046875,-50.8746452331543,143.33384704589844,122.37852478027344,133.7977294921875,125.58259582519531,119.68072509765625,113.5884017944336
42,158,143,107,50,31,55,19,-14.576342582702637,35.2077522277832,25.097599029541016,-1.6673765182495117,-24.252920150756836,-42.8537483215332,20.903526306152344,-17.40028190612793,-60.754798889160156,-73.76248931884766,-67.21038818359375,-50.84040832519531,143.31008911132812,122.37934112548828,133.78610229492188,125.5830078125,119.68180084228516,113.59626770019531
41,197,153,113,55,29,49,18,-14.599994659423828,35.150360107421875,25.09194564819336,-1.671438217163086,-24.257431030273438,-42.85188674926758,20.916915893554688,-17.399503707885742,-60.74232864379883,-73.74248504638672,-67.19275665283203,-50.80622100830078,143.28756713867188,122.37948608398438,133.77464294433594,125.58330535888672,119.68244171142578,113.60379791259766
40,217,152,115,53,30,32,19,-14.629830360412598,35.059757232666016,25.080917358398438,-1.6797412633895874,-24.265790939331055,-42.84833526611328,20.939973831176758,-17.396047592163086,-60.718589782714844,-73.70394897460938,-67.15972900390625,-50.73939514160156,143.24984741210938,122.37723541259766,133.75242614746094,125.58306121826172,119.68244934082031,113.61737060546875
49,226,172,113,56,31,29,21,-14.629830360412598,35.059757232666016,25.080917358398438,-1.6797412633895874,-24.265790939331055,-42.84833526611328,20.939973831176758,-17.396047592163086,-60.718589782714844,-73.70394897460938,-67.15972900390625,-50.73939514160156,143.24984741210938,122.37723541259766,133.75242614746094,125.58306121826172,119.68244934082031,113.61737060546875
48,222,170,104,57,28,27,21,-14.638697624206543,35.02378845214844,25.075565338134766,-1.683808445930481,-24.269756317138672,-42.84665298461914,20.95098114013672,-17.393905639648438,-60.70723342895508,-73.68583679199219,-67.14420318603516,-50.707298278808594,143.23158264160156,122.37493133544922,133.74154663085938,125.58236694335938,119.6820297241211,113.62334442138672
47,212,168,107,57,27,24,21,-14.652036666870117,34.974727630615234,25.065223693847656,-1.6916249990463257,-24.277482986450195,-42.843570709228516,20.975971221923828,-17.3895320892334,-60.6854362487793,-73.6520004272461,-67.11479187011719,-50.64641571044922,143.18971252441406,122.37281036376953,133.72015380859375,125.57997131347656,119.6807861328125,113.63389587402344
46,181,172,97,54,25,20,23,-14.65403938293457,34.963565826416016,25.060216903686523,-1.695367455482483,-24.281070709228516,-42.84217834472656,20.99037742614746,-17.38808250427246,-60.67491912841797,-73.6360855102539,-67.10102844238281,-50.61716842651367,143.1649169921875,122.3726806640625,133.70953369140625,125.57837677001953,119.67982482910156,113.63848876953125
48,165,185,99,51,23,16,25,-14.649557113647461,34.954288482666016,25.055316925048828,-1.6990437507629395,-24.28445816040039,-42.84082794189453,21.006752014160156,-17.386198043823242,-60.664588928222656,-73.62063598632812,-67.08795928955078,-50.58866882324219,143.13485717773438,122.37357330322266,133.6988983154297,125.57649230957031,119.67870330810547,113.6426010131836
40,176,165,116,49,23,20,23,-14.637673377990723,34.948707580566406,25.05048370361328,-1.702635645866394,-24.287752151489258,-42.8394660949707,21.022689819335938,-17.38346290588379,-60.654319763183594,-73.60555267333984,-67.07530975341797,-50.56087875366211,143.1009063720703,122.37748718261719,133.68809509277344,125.57432556152344,119.67744445800781,113.64624786376953
43,188,172,117,51,23,21,24,-14.542765617370605,34.975833892822266,25.040935516357422,-1.709620475769043,-24.294254302978516,-42.83651351928711,21.063034057617188,-17.3707218170166,-60.63296890258789,-73.57491302490234,-67.048583984375,-50.503700256347656,142.9378662109375,122.40654754638672,133.6644287109375,125.5690689086914,119.67354583740234,113.65308380126953
49,247,170,110,43,23,21,24,-14.542765617370605,34.975833892822266,25.040935516357422,-1.709620475769043,-24.294254302978516,-42.83651351928711,21.063034057617188,-17.3707218170166,-60.63296890258789,-73.57491302490234,-67.048583984375,-50.503700256347656,142.9378662109375,122.40654754638672,133.6644287109375,125.5690689086914,119.67354583740234,113.65308380126953
49,252,162,102,41,23,23,24,-14.296704292297363,35.281410217285156,25.033203125,-1.715193748474121,-24.29984474182129,-42.83180236816406,21.154932022094727,-17.30031394958496,-60.609779357910156,-73.54235076904297,-67.0185546875,-50.43941879272461,142.61007690429688,122.54301452636719,133.6363525390625,125.56182861328125,119.66783142089844,113.65938568115234
53,270,144,100,43,26,22,23,-14.150705337524414,35.79109191894531,25.03054428100586,-1.7169760465621948,-24.30193519592285,-42.82834243774414,21.204147338867188,-17.18520736694336,-60.59729766845703,-73.5251693725586,-67.0019760131836,-50.404151916503906,142.4359588623047,122.72322845458984,133.62030029296875,125.55728912353516,119.66423797607422,113.66236114501953
53,282,139,98,41,25,21,23,-13.999818801879883,36.82283020019531,25.028902053833008,-1.7177828550338745,-24.303300857543945,-42.82392883300781,21.257665634155273,-16.933086395263672,-60.584083557128906,-73.50720977783203,-66.98429870605469,-50.3668327331543,142.27145385742188,123.05944061279297,133.6026611328125,125.55201721191406,119.66007995605469,113.6651840209961
55,285,126,91,38,24,19,23,-13.852636337280273,38.38103103637695,25.0283145904541,-1.7174888849258423,-24.30374526977539,-42.818382263183594,21.310440063476562,-16.519065856933594,-60.57020950317383,-73.48841094970703,-66.9654769897461,-50.32754898071289,142.12063598632812,123.52871704101562,133.58363342285156,125.5460205078125,119.65531921386719,113.6678466796875
50,243,116,92,39,23,20,23,-13.735661506652832,40.492008209228516,25.02876853942871,-1.7161078453063965,-24.303211212158203,-42.81175231933594,21.342281341552734,-15.894732475280762,-60.555870056152344,-73.46891021728516,-66.94571685791016,-50.28693771362305,142.00167846679688,124.16234588623047,133.56344604492188,125.5392074584961,119.64993286132812,113.67027282714844
52,259,172,97,40,24,19,22,-13.484313011169434,44.800254821777344,25.033071517944336,-1.7097012996673584,-24.29850196838379,-42.7948112487793,21.42018699645996,-14.409200668334961,-60.52592849731445,-73.42774200439453,-66.90335845947266,-50.2020149230957,141.80467224121094,125.38877868652344,133.52044677734375,125.52345275878906,119.63745880126953,113.67463684082031
54,264,175,97,41,26,20,24,-13.350747108459473,46.71799087524414,25.03717613220215,-1.7041821479797363,-24.293895721435547,-42.78418731689453,21.44095802307129,-13.649434089660645,-60.51043701171875,-73.40595245361328,-66.88088989257812,-50.15812683105469,141.72705078125,125.91907501220703,133.4976806640625,125.51435089111328,119.63032531738281,113.6764907836914
54,243,199,95,40,26,19,24,-13.199237823486328,48.54509735107422,25.042972564697266,-1.6969923973083496,-24.287508010864258,-42.771915435791016,21.471349716186523,-12.857609748840332,-60.494415283203125,-73.38338470458984,-66.85765075683594,-50.1133918762207,141.6366424560547,126.4435043334961,133.47393798828125,125.50450897216797,119.62260437011719,113.67807006835938
50,258,199,115,45,29,20,25,-13.052263259887695,50.35236358642578,25.05040740966797,-1.6881356239318848,-24.279380798339844,-42.758052825927734,21.500019073486328,-11.993483543395996,-60.47803497314453,-73.36022186279297,-66.8338851928711,-50.06816864013672,141.55650329589844,127.03288269042969,133.4495391845703,125.49398803710938,119.61426544189453,113.6792984008789
54,256,241,124,51,31,21,24,-12.903621673583984,52.34090805053711,25.059490203857422,-1.6775394678115845,-24.2696533203125,-42.74251937866211,21.537385940551758,-10.931814193725586,-60.461204528808594,-73.3363265991211,-66.80958557128906,-50.02207565307617,141.47357177734375,127.76358795166016,133.42445373535156,125.48263549804688,119.6053466796875,113.68009185791016
53,244,215,143,55,33,23,24,-12.743282318115234,54.435428619384766,25.070293426513672,-1.665031909942627,-24.25824737548828,-42.72553634643555,21.574861526489258,-9.713199615478516,-60.444007873535156,-73.31177520751953,-66.78489685058594,-49.9755859375,141.39175415039062,128.57208251953125,133.3988037109375,125.47039794921875,119.59585571289062,113.6803970336914
52,283,231,145,53,31,22,21,-12.605467796325684,56.52347946166992,25.082448959350586,-1.6510226726531982,-24.245302200317383,-42.70732116699219,21.609027862548828,-8.379600524902344,-60.42670822143555,-73.28687286376953,-66.75991821289062,-49.92886734008789,141.32635498046875,129.44932556152344,133.373046875,125.45759582519531,119.58580780029297,113.68019104003906
54,297,225,133,52,33,24,21,-12.407155990600586,59.79757308959961,25.109390258789062,-1.6204322576522827,-24.216196060180664,-42.668701171875,21.65809440612793,-6.052694320678711,-60.39250946044922,-73.23744201660156,-66.71023559570312,-49.83618927001953,141.2510528564453,130.92941284179688,133.32264709472656,125.43183135986328,119.56474304199219,113.67823791503906
54,287,226,128,48,30,23,19,-12.32048511505127,61.024288177490234,25.12391471862793,-1.6041746139526367,-24.2005615234375,-42.64897155761719,21.683441162109375,-5.097844123840332,-60.37569046020508,-73.21308898925781,-66.6857681274414,-49.790557861328125,141.225830078125,131.51463317871094,133.2983856201172,125.419189453125,119.55408477783203,113.6765365600586
51,293,212,133,42,27,23,20,-12.238691329956055,62.12687683105469,25.138938903808594,-1.5876719951629639,-24.184770584106445,-42.62949752807617,21.705162048339844,-4.190435409545898,-60.35916519165039,-73.18926239013672,-66.66188049316406,-49.74601745605469,141.2083740234375,132.0469970703125,133.27488708496094,125.40684509277344,119.54367065429688,113.67459869384766
54,300,201,108,36,25,21,22,-12.16285228729248,63.18488311767578,25.1542911529541,-1.5710612535476685,-24.168607711791992,-42.61063766479492,21.726533889770508,-3.281613349914551,-60.3430061340332,-73.1658935546875,-66.6384506225586,-49.70271682739258,141.19528198242188,132.5382080078125,133.2522430419922,125.39488983154297,119.53337860107422,113.67252349853516
47,254,195,106,40,26,29,26,-12.037607192993164,65.03005981445312,25.1844539642334,-1.5379432439804077,-24.13651466369629,-42.57793426513672,21.763147354125977,-1.607325792312622,-60.31301498413086,-73.12061309814453,-66.59343719482422,-49.62767028808594,141.187255859375,133.30813598632812,133.21145629882812,125.37213897705078,119.51404571533203,113.66886901855469
44,298,199,131,46,26,33,32,-12.037607192993164,65.03005981445312,25.1844539642334,-1.5379432439804077,-24.13651466369629,-42.57793426513672,21.763147354125977,-1.607325792312622,-60.31301498413086,-73.12061309814453,-66.59343719482422,-49.62767028808594,141.187255859375,133.30813598632812,133.21145629882812,125.37213897705078,119.51404571533203,113.66886901855469
46,305,206,122,45,31,36,34,-11.969919204711914,65.78709411621094,25.19942855834961,-1.5212596654891968,-24.120912551879883,-42.5698127746582,21.779090881347656,-0.8884164690971375,-60.2990608215332,-73.09870910644531,-66.57234954833984,-49.608985900878906,141.19482421875,133.5904998779297,133.193115234375,125.3613052368164,119.50530242919922,113.6679916381836
44,296,192,132,46,34,36,34,-11.833544731140137,66.96905517578125,25.230525970458984,-1.4872030019760132,-24.088808059692383,-42.55857467651367,21.80929946899414,0.2672871947288513,-60.271854400634766,-73.05601501464844,-66.53121948242188,-49.58343505859375,141.2139434814453,133.97265625,133.15853881835938,125.3404541015625,119.48875427246094,113.6668930053711
40,291,205,134,49,38,36,34,-11.75722885131836,67.4356460571289,25.247074127197266,-1.4699838161468506,-24.072114944458008,-42.55088806152344,21.825454711914062,0.7303242087364197,-60.25817108154297,-73.03530883789062,-66.51097869873047,-49.56636428833008,141.22329711914062,134.0916290283203,133.1415557861328,125.33047485351562,119.48089599609375,113.66624450683594
44,332,200,141,53,37,31,31,-11.6947021484375,67.83552551269531,25.263885498046875,-1.4527382850646973,-24.05531120300293,-42.54207229614258,21.835872650146484,1.1337186098098755,-60.244659423828125,-73.01512145996094,-66.49114227294922,-49.5469970703125,141.23629760742188,134.1835479736328,133.12496948242188,125.32079315185547,119.47338104248047,113.6656494140625
46,320,177,116,49,36,25,28,-11.617669105529785,68.18147277832031,25.281084060668945,-1.4350765943527222,-24.038166046142578,-42.532005310058594,21.8432559967041,1.4881137609481812,-60.23130416870117,-72.99512481689453,-66.47161102294922,-49.52540969848633,141.26113891601562,134.256591796875,133.108642578125,125.31131744384766,119.46624755859375,113.66515350341797
50,320,233,133,51,33,23,25,-11.526464462280273,68.48334503173828,25.298885345458984,-1.4165445566177368,-24.02079963684082,-42.52061462402344,21.85194206237793,1.7985261678695679,-60.2180061340332,-72.97513580322266,-66.45264434814453,-49.50177764892578,141.29014587402344,134.313720703125,133.09251403808594,125.30182647705078,119.45978546142578,113.66480255126953
65,355,235,107,49,32,28,29,-11.43556022644043,68.75017547607422,25.317298889160156,-1.397034764289856,-24.002830505371094,-42.508018493652344,21.859033584594727,2.074784755706787,-60.20472717285156,-72.95510864257812,-66.43396759033203,-49.476497650146484,141.3170623779297,134.35995483398438,133.07647705078125,125.2922134399414,119.45367431640625,113.66462707519531
67,361,244,112,47,27,30,29,-11.262246131896973,69.19751739501953,25.355714797973633,-1.355542778968811,-23.964292526245117,-42.47892761230469,21.88813018798828,2.5445168018341064,-60.17808151245117,-72.91495513916016,-66.39669799804688,-49.421260833740234,141.33343505859375,134.4276885986328,133.04440307617188,125.27226257324219,119.44158935546875,113.6646728515625
70,337,250,112,42,28,31,30,-11.262246131896973,69.19751739501953,25.355714797973633,-1.355542778968811,-23.964292526245117,-42.47892761230469,21.88813018798828,2.5445168018341064,-60.17808151245117,-72.91495513916016,-66.39669799804688,-49.421260833740234,141.33343505859375,134.4276885986328,133.04440307617188,125.27226257324219,119.44158935546875,113.6646728515625
67,313,262,113,41,27,31,29,-11.062851905822754,69.55264282226562,25.396188735961914,-1.3119778633117676,-23.922584533691406,-42.44473648071289,21.938810348510742,2.927644968032837,-60.15113830566406,-72.8752212524414,-66.3594741821289,-49.36076354980469,141.30792236328125,134.47901916503906,133.01202392578125,125.251220703125,119.42960357666016,113.66510009765625
68,329,220,106,43,28,30,31,-10.95456600189209,69.70425415039062,25.41730499267578,-1.2895197868347168,-23.90062713623047,-42.425865173339844,21.975595474243164,3.0929384231567383,-60.13740158081055,-72.85554504394531,-66.34091186523438,-49.32896041870117,141.26136779785156,134.49659729003906,132.9955291748047,125.24034118652344,119.42366790771484,113.6654052734375
57,303,219,112,46,29,25,27,-10.860855102539062,69.83991241455078,25.43857765197754,-1.266816258430481,-23.878087997436523,-42.40613555908203,22.009550094604492,3.24163818359375,-60.1236572265625,-72.83609771728516,-66.32247161865234,-49.29659652709961,141.21859741210938,134.51016235351562,132.97901916503906,125.2293472290039,119.41773986816406,113.66569519042969
56,293,198,120,51,31,23,27,-10.666522026062012,70.07579803466797,25.48179817199707,-1.2209062576293945,-23.8312931060791,-42.3641242980957,22.081039428710938,3.501558780670166,-60.096012115478516,-72.79777526855469,-66.2859115600586,-49.23066329956055,141.12954711914062,134.53115844726562,132.9459228515625,125.20673370361328,119.40583801269531,113.66600036621094
